,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Shop_Day,Shop_Other,Shop_Dairy,Shop_Household,Shop_Meat,Group
286,Female,No,26.0,Yes,Entertainment,1.0,low,1.0,6.0,0.441,0.524,4.568,0.295,D
287,Male,No,26.0,Yes,Healthcare,1.0,low,2.0,3.0,3.335,7.865,2.533,4.553,A
288,Male,No,28.0,No,Marketing,0.0,low,1.0,3.0,9.602,8.185,0.218,5.11,D
289,Female,Yes,53.0,Yes,Engineer,1.0,average,3.0,6.0,18.081,10.102,11.289,2.361,C
291,Male,No,27.0,No,Doctor,1.0,low,3.0,6.0,8.184,0.261,9.345,2.112,D
292,Female,No,32.0,No,Artist,1.0,low,8.0,6.0,11.123,7.099,2.5,11.143,C
293,Male,No,26.0,No,Engineer,0.0,low,4.0,4.0,4.199,8.334,9.306,-3.834,D
294,Female,No,31.0,No,Entertainment,0.0,average,2.0,6.0,15.277,1.73,4.859,6.297,D
295,Male,Yes,39.0,Yes,Executive,1.0,high,3.0,3.0,0.882,1.707,3.709,-5.157,B
296,Female,Yes,43.0,No,Engineer,1.0,low,3.0,7.0,8.378,1.267,1.344,5.07,A
297,Male,Yes,25.0,No,Doctor,1.0,low,2.0,1.0,1.946,8.14,5.043,2.56,A
298,Male,Yes,40.0,Yes,Artist,3.0,high,3.0,6.0,7.065,5.449,3.208,4.303,A
299,Female,Yes,40.0,Yes,Entertainment,7.0,average,2.0,3.0,10.033,2.648,2.984,-2.068,B
302,Male,No,27.0,Yes,Healthcare,1.0,low,3.0,6.0,15.981,5.984,11.722,0.019,D
303,Female,No,40.0,No,Healthcare,1.0,low,2.0,6.0,7.497,1.583,3.459,9.835,D
304,Female,Yes,86.0,Yes,Lawyer,0.0,high,2.0,6.0,0.113,6.279,3.929,-0.516,B
305,Male,Yes,41.0,Yes,Marketing,1.0,high,2.0,6.0,4.983,1.837,5.695,2.417,B
306,Female,Yes,27.0,Yes,Artist,4.0,average,2.0,3.0,11.651,14.964,13.032,11.819,C
307,Female,Yes,40.0,No,Doctor,0.0,average,2.0,6.0,4.721,5.755,4.695,2.204,B
308,Female,Yes,53.0,No,Engineer,8.0,average,4.0,4.0,2.879,5.641,3.329,-1.615,B
309,Female,Yes,49.0,No,Engineer,1.0,average,4.0,4.0,3.786,1.32,-1.683,0.097,B
310,Male,Yes,40.0,No,Executive,3.0,low,3.0,4.0,4.862,4.805,9.643,7.796,D
312,Male,Yes,83.0,No,Lawyer,1.0,low,1.0,4.0,2.322,2.641,4.26,4.272,B
313,Male,Yes,43.0,No,Executive,0.0,high,4.0,6.0,6.586,6.933,0.801,4.259,A
314,Male,Yes,36.0,No,Doctor,6.0,low,3.0,6.0,6.54,4.519,3.922,5.28,A
315,Male,Yes,74.0,Yes,Lawyer,0.0,low,2.0,6.0,8.942,4.563,9.351,9.234,C
316,Female,No,30.0,No,Homemaker,0.0,low,4.0,6.0,16.667,6.761,4.163,-2.27,D
317,Female,No,40.0,Yes,Artist,5.0,low,2.0,6.0,4.959,8.961,5.834,2.06,B
318,Female,No,22.0,No,Marketing,0.0,low,1.0,5.0,-0.72,5.662,0.854,1.108,B
319,Male,No,19.0,No,Healthcare,0.0,low,4.0,6.0,6.571,9.492,1.911,7.65,D
320,Male,Yes,70.0,Yes,Engineer,4.0,high,2.0,6.0,-0.841,5.534,7.188,-6.674,B
321,Male,Yes,89.0,Yes,Lawyer,13.0,low,1.0,6.0,4.15,5.318,2.627,1.434,A
322,Male,No,18.0,No,Healthcare,1.0,average,4.0,6.0,11.565,4.234,5.346,7.798,D
323,Male,No,25.0,Yes,Doctor,6.0,low,1.0,2.0,11.05,-0.565,4.085,6.573,D
324,Female,No,45.0,Yes,Artist,4.0,low,1.0,3.0,8.259,6.443,6.362,1.843,A
325,Female,No,35.0,Yes,Artist,3.0,low,1.0,4.0,6.819,4.985,6.495,5.687,A
326,Female,Yes,37.0,No,Engineer,7.0,low,1.0,4.0,7.411,8.669,4.512,-9.622,D
327,Female,Yes,39.0,No,Engineer,4.0,average,2.0,6.0,-1.075,3.305,4.81,2.094,B
328,Female,No,32.0,Yes,Healthcare,1.0,low,5.0,4.0,12.979,13.729,5.63,-0.042,D
329,Female,Yes,62.0,Yes,Artist,2.0,average,3.0,6.0,12.54,14.999,12.847,5.677,C
330,Female,Yes,58.0,Yes,Engineer,0.0,average,4.0,4.0,1.877,5.51,7.769,2.152,B
331,Female,No,32.0,No,Engineer,1.0,low,4.0,6.0,7.089,12.859,13.786,5.124,C
332,Male,No,25.0,No,Healthcare,0.0,low,5.0,6.0,14.904,3.165,8.076,3.425,C
333,Female,Yes,56.0,Yes,Artist,0.0,average,4.0,6.0,13.545,2.701,19.681,12.962,C
334,Female,No,40.0,Yes,Entertainment,10.0,low,2.0,6.0,4.14,5.254,5.232,3.085,A
335,Female,No,30.0,No,Healthcare,8.0,low,3.0,6.0,7.12,7.77,6.694,4.089,A
337,Male,No,27.0,Yes,Healthcare,0.0,average,2.0,6.0,4.504,7.293,0.379,0.523,A
338,Female,No,38.0,Yes,Doctor,14.0,low,1.0,6.0,6.274,7.707,1.444,3.87,A
339,Male,Yes,46.0,Yes,Artist,8.0,average,2.0,6.0,8.331,14.87,6.905,7.084,C
340,Male,No,29.0,Yes,Artist,3.0,low,1.0,6.0,1.487,6.32,4.518,-1.886,B
341,Male,Yes,51.0,No,Entertainment,1.0,average,4.0,7.0,-1.989,5.421,3.198,-2.708,B
342,Male,Yes,55.0,No,Artist,0.0,low,1.0,6.0,5.13,6.697,4.075,5.324,A
343,Female,Yes,69.0,Yes,Engineer,1.0,low,1.0,3.0,3.041,3.283,6.03,6.458,A
344,Female,No,26.0,No,Healthcare,1.0,low,8.0,7.0,10.319,1.641,13.345,2.77,C
345,Female,Yes,83.0,Yes,Lawyer,0.0,average,3.0,6.0,6.378,1.704,6.392,4.27,A
346,Female,No,39.0,Yes,Healthcare,9.0,low,1.0,6.0,11.902,4.699,8.671,5.568,D
347,Male,Yes,35.0,Yes,Artist,9.0,low,1.0,6.0,6.525,3.607,3.685,3.476,A
348,Male,Yes,19.0,No,Marketing,2.0,high,5.0,6.0,8.508,10.987,8.563,9.21,C
349,Female,Yes,60.0,Yes,Artist,1.0,high,4.0,6.0,12.002,13.784,7.086,13.071,C
350,Male,Yes,35.0,Yes,Artist,1.0,average,4.0,6.0,16.155,4.376,22.887,5.418,C
351,Female,No,53.0,Yes,Engineer,1.0,low,1.0,6.0,1.849,2.889,6.885,0.063,B
352,Female,Yes,86.0,No,Lawyer,1.0,low,3.0,6.0,-0.939,6.975,1.81,2.011,B
353,Female,No,29.0,No,Healthcare,1.0,low,3.0,6.0,-3.814,5.176,4.062,1.845,B
354,Female,No,26.0,No,Doctor,0.0,low,1.0,6.0,2.285,8.684,12.685,4.789,D
355,Male,No,36.0,Yes,Engineer,8.0,low,1.0,6.0,3.776,7.281,2.777,3.833,A
356,Female,No,22.0,No,Homemaker,0.0,low,4.0,6.0,8.16,5.146,9.765,4.263,D
357,Male,No,19.0,No,Marketing,0.0,low,5.0,6.0,7.15,6.455,6.824,4.958,A
358,Female,Yes,20.0,Yes,Lawyer,1.0,average,3.0,3.0,3.868,4.649,5.451,2.914,A
359,Male,No,43.0,Yes,Healthcare,3.0,low,3.0,6.0,10.172,6.031,12.144,-0.59,D
360,Female,No,42.0,Yes,Artist,1.0,low,3.0,6.0,5.131,7.515,4.292,0.412,A
361,Male,No,43.0,Yes,Entertainment,1.0,low,2.0,4.0,7.408,1.884,4.256,5.327,A
362,Female,Yes,50.0,Yes,Engineer,4.0,high,3.0,6.0,1.488,10.509,-0.086,-0.138,B
363,Male,No,25.0,Yes,Entertainment,1.0,low,2.0,6.0,8.061,4.641,7.195,3.55,A
365,Female,Yes,28.0,Yes,Healthcare,0.0,average,2.0,6.0,7.201,4.048,4.055,6.423,A
366,Male,No,38.0,Yes,Artist,1.0,low,1.0,6.0,10.905,12.329,3.336,5.895,D
367,Male,No,25.0,No,Executive,12.0,low,3.0,6.0,8.114,-0.473,5.405,4.336,A
368,Female,No,18.0,No,Healthcare,9.0,low,3.0,4.0,13.802,7.449,16.393,-4.603,D
369,Male,Yes,43.0,Yes,Entertainment,1.0,average,5.0,5.0,15.337,14.908,5.699,9.863,C
370,Female,No,27.0,Yes,Artist,8.0,low,1.0,6.0,2.511,8.941,6.178,-1.265,B
371,Female,No,60.0,Yes,Entertainment,1.0,low,2.0,6.0,5.51,2.854,0.342,4.285,D
372,Male,Yes,75.0,Yes,Lawyer,2.0,average,1.0,6.0,18.159,6.351,9.392,4.187,D
373,Female,No,31.0,No,Doctor,1.0,low,4.0,6.0,9.531,2.952,14.254,2.664,D
375,Male,No,36.0,Yes,Artist,8.0,low,1.0,6.0,2.001,4.425,3.885,2.266,A
376,Male,No,30.0,No,Doctor,1.0,average,1.0,3.0,10.786,1.973,11.817,11.31,C
377,Male,Yes,56.0,No,Artist,1.0,average,2.0,6.0,2.49,12.129,11.63,18.017,C
378,Female,Yes,52.0,Yes,Artist,2.0,low,2.0,6.0,7.918,3.112,11.953,9.919,C
379,Male,Yes,39.0,Yes,Entertainment,0.0,low,1.0,6.0,8.904,0.585,7.468,12.556,D
381,Male,Yes,33.0,No,Engineer,0.0,average,2.0,6.0,0.007,3.082,-0.613,1.888,B
382,Female,No,25.0,Yes,Artist,0.0,low,6.0,6.0,5.095,6.634,3.546,3.981,A
383,Female,Yes,40.0,Yes,Artist,0.0,average,2.0,4.0,0.457,1.228,0.486,1.116,B
384,Male,Yes,35.0,Yes,Artist,1.0,high,3.0,6.0,6.628,8.075,4.444,5.014,A
385,Female,Yes,40.0,Yes,Artist,1.0,average,2.0,6.0,8.44,7.269,11.617,9.207,C
386,Female,Yes,49.0,Yes,Artist,1.0,average,3.0,7.0,7.121,11.177,12.539,15.297,C
387,Female,Yes,46.0,No,Artist,8.0,average,2.0,6.0,5.305,2.26,2.281,-0.649,B
388,Female,No,31.0,No,Healthcare,1.0,low,2.0,6.0,1.79,-2.506,14.226,5.645,D
389,Male,No,49.0,Yes,Doctor,1.0,low,1.0,6.0,15.097,2.649,12.248,7.37,C
390,Female,No,26.0,Yes,Artist,9.0,low,1.0,6.0,2.011,4.504,6.411,4.812,A
391,Male,Yes,40.0,Yes,Doctor,13.0,high,2.0,6.0,6.442,1.385,6.165,3.26,B
392,Female,Yes,30.0,Yes,Artist,8.0,low,4.0,6.0,10.534,6.095,3.107,4.939,A
393,Female,Yes,70.0,Yes,Artist,1.0,average,4.0,6.0,15.654,8.637,6.552,10.726,C
394,Female,No,28.0,Yes,Artist,1.0,low,3.0,6.0,9.154,7.05,9.256,6.3,D
395,Female,Yes,89.0,No,Lawyer,3.0,high,1.0,6.0,10.814,3.775,5.025,4.427,D
396,Female,Yes,42.0,No,Homemaker,6.0,high,4.0,6.0,5.149,2.188,2.926,-2.912,B
397,Female,Yes,37.0,Yes,Entertainment,6.0,average,3.0,4.0,3.844,3.091,3.26,6.07,A
398,Male,Yes,29.0,No,Executive,1.0,average,3.0,6.0,12.236,6.715,2.327,4.86,D
399,Female,Yes,68.0,Yes,Artist,1.0,high,2.0,6.0,11.143,6.95,9.646,6.415,C
400,Female,No,25.0,No,Engineer,1.0,low,1.0,6.0,5.078,2.953,4.55,9.52,D
401,Male,No,29.0,No,Healthcare,1.0,average,3.0,6.0,7.167,0.741,2.628,8.801,D
402,Female,Yes,48.0,Yes,Doctor,0.0,low,2.0,6.0,9.201,6.418,11.515,8.674,C
403,Female,Yes,51.0,Yes,Doctor,1.0,average,3.0,1.0,9.419,1.203,16.296,4.091,C
404,Female,Yes,40.0,Yes,Engineer,1.0,high,5.0,2.0,4.002,1.94,5.426,3.367,B
405,Male,Yes,47.0,Yes,Artist,0.0,average,6.0,7.0,4.208,10.639,0.409,6.333,B
406,Male,Yes,39.0,Yes,Executive,1.0,high,3.0,6.0,1.461,1.099,3.958,-2.484,B
407,Male,Yes,35.0,Yes,Executive,1.0,average,4.0,6.0,16.965,6.404,10.966,7.429,C
408,Female,No,19.0,No,Healthcare,2.0,low,3.0,6.0,1.118,5.917,-2.084,0.412,D
409,Female,No,21.0,No,Healthcare,7.0,low,3.0,6.0,10.275,0.254,-4.959,6.559,D
410,Male,Yes,46.0,Yes,Entertainment,0.0,average,3.0,4.0,0.805,6.235,3.814,3.618,B
411,Male,Yes,86.0,Yes,Lawyer,0.0,low,1.0,6.0,0.339,3.811,8.156,-2.428,B
412,Male,Yes,66.0,Yes,Artist,0.0,average,2.0,6.0,2.547,5.081,7.749,-0.926,B
413,Male,No,42.0,No,Marketing,1.0,low,5.0,4.0,8.862,-0.221,2.777,7.596,D
414,Female,Yes,73.0,Yes,Lawyer,1.0,high,2.0,6.0,0.924,4.193,6.062,-0.83,B
415,Male,Yes,72.0,No,Engineer,1.0,average,1.0,6.0,11.445,6.743,3.503,8.17,A
416,Male,Yes,53.0,Yes,Artist,0.0,low,3.0,6.0,3.384,2.255,7.786,0.106,B
417,Female,Yes,39.0,Yes,Artist,8.0,average,2.0,6.0,18.344,0.94,0.537,0.643,C
418,Female,No,27.0,No,Homemaker,9.0,low,1.0,6.0,5.904,5.8,3.649,3.651,D
419,Male,Yes,63.0,No,Entertainment,1.0,average,3.0,6.0,6.187,2.944,2.629,2.913,B
420,Female,No,23.0,No,Healthcare,1.0,low,3.0,4.0,13.511,0.249,4.488,-1.142,D
421,Female,No,30.0,Yes,Entertainment,0.0,low,4.0,6.0,2.507,6.648,7.655,2.711,B
422,Female,Yes,40.0,Yes,Artist,5.0,average,2.0,6.0,16.084,2.768,3.36,1.74,C
423,Male,Yes,26.0,Yes,Artist,1.0,average,3.0,6.0,2.648,8.816,3.261,-3.027,B
424,Female,Yes,50.0,Yes,Entertainment,7.0,low,3.0,6.0,4.846,4.937,10.869,7.648,A
425,Female,Yes,45.0,Yes,Artist,1.0,average,2.0,6.0,12.246,6.884,12.524,18.408,C
426,Female,No,62.0,No,Entertainment,2.0,low,1.0,6.0,4.54,3.623,2.201,3.747,A
427,Female,No,27.0,Yes,Doctor,1.0,low,3.0,6.0,4.174,6.456,1.322,5.272,A
428,Male,Yes,57.0,Yes,Entertainment,1.0,average,3.0,6.0,4.287,2.465,5.212,4.414,A
429,Female,Yes,30.0,No,Engineer,1.0,average,7.0,4.0,5.668,1.453,6.918,4.463,A
430,Male,No,32.0,No,Healthcare,7.0,low,4.0,3.0,7.533,6.313,4.886,4.761,A
432,Male,No,47.0,No,Artist,3.0,low,3.0,5.0,4.683,3.24,8.052,-4.191,B
433,Female,No,32.0,Yes,Artist,4.0,low,4.0,2.0,6.117,5.841,2.329,2.259,A
434,Female,Yes,32.0,No,Engineer,5.0,low,3.0,1.0,6.752,4.086,7.035,6.455,A
435,Male,Yes,67.0,Yes,Doctor,1.0,average,4.0,6.0,3.544,0.835,2.212,-1.263,B
436,Female,Yes,77.0,Yes,Lawyer,0.0,high,2.0,6.0,13.782,6.452,13.799,5.75,C
438,Male,No,31.0,No,Entertainment,1.0,low,1.0,4.0,8.378,3.824,4.54,6.421,A
439,Male,Yes,42.0,Yes,Artist,0.0,low,3.0,4.0,4.167,3.191,6.517,1.866,A
441,Male,Yes,50.0,Yes,Artist,1.0,average,4.0,2.0,10.423,8.996,10.509,17.065,C
442,Male,Yes,71.0,Yes,Artist,0.0,average,5.0,6.0,15.083,6.179,10.212,8.2,C
443,Female,Yes,72.0,No,Lawyer,1.0,low,3.0,6.0,5.595,5.592,2.726,4.289,A
444,Male,Yes,47.0,Yes,Artist,1.0,low,3.0,6.0,4.737,5.552,4.499,2.454,A
445,Male,Yes,45.0,Yes,Artist,9.0,average,2.0,6.0,8.378,6.1,7.683,3.781,C
446,Female,No,40.0,No,Engineer,9.0,low,5.0,6.0,9.21,6.038,6.07,3.988,A
447,Female,No,36.0,Yes,Engineer,4.0,low,1.0,6.0,4.202,5.691,5.508,5.075,A
448,Female,No,42.0,Yes,Artist,1.0,low,1.0,6.0,-0.466,1.293,5.975,5.348,B
449,Male,No,30.0,No,Healthcare,4.0,low,4.0,6.0,11.28,2.704,2.449,6.626,D
450,Female,No,29.0,Yes,Healthcare,2.0,average,4.0,4.0,3.543,-1.221,0.977,0.129,B
451,Male,No,28.0,Yes,Engineer,0.0,low,5.0,4.0,9.324,-4.315,3.533,3.969,D
454,Female,Yes,40.0,Yes,Artist,1.0,average,2.0,6.0,15.265,7.513,16.703,7.169,C
456,Male,Yes,47.0,Yes,Artist,0.0,low,3.0,6.0,9.96,2.141,12.368,3.386,C
458,Female,No,55.0,Yes,Marketing,3.0,low,1.0,6.0,2.766,1.428,3.117,-1.414,B
459,Female,No,20.0,No,Doctor,4.0,low,4.0,6.0,11.013,9.709,6.384,7.059,D
460,Female,Yes,87.0,Yes,Lawyer,0.0,average,2.0,6.0,9.978,17.591,20.548,7.531,C
461,Male,No,28.0,No,Healthcare,0.0,low,3.0,4.0,10.951,2.085,7.205,3.641,A
462,Male,No,38.0,No,Artist,2.0,low,2.0,3.0,5.883,5.227,4.375,3.036,A
463,Male,Yes,42.0,No,Entertainment,1.0,low,2.0,4.0,4.049,9.112,6.593,4.25,B
464,Male,Yes,42.0,No,Marketing,0.0,high,6.0,4.0,1.074,6.094,4.37,4.086,A
465,Female,No,29.0,No,Engineer,1.0,low,4.0,6.0,6.692,10.203,3.251,-3.387,D
466,Male,No,32.0,Yes,Doctor,0.0,low,4.0,6.0,6.286,8.905,6.255,4.539,A
468,Female,Yes,59.0,No,Artist,1.0,high,2.0,6.0,4.761,8.262,7.762,11.416,C
469,Male,No,22.0,No,Healthcare,0.0,low,2.0,3.0,7.735,8.954,-0.079,5.799,D
470,Female,No,26.0,No,Homemaker,9.0,low,3.0,4.0,19.393,0.383,4.568,4.057,D
471,Female,Yes,78.0,Yes,Artist,1.0,high,2.0,6.0,10.87,15.806,11.747,12.387,C
472,Female,No,32.0,Yes,Healthcare,0.0,average,3.0,4.0,6.373,7.471,2.128,5.02,A
473,Male,Yes,37.0,Yes,Artist,0.0,average,4.0,7.0,10.248,11.608,2.621,9.148,C
474,Male,Yes,37.0,Yes,Healthcare,1.0,high,4.0,6.0,-2.567,0.2,3.309,1.012,B
475,Male,No,67.0,No,Lawyer,1.0,average,2.0,6.0,10.568,5.891,5.0,4.652,D
476,Male,Yes,47.0,No,Artist,0.0,high,4.0,6.0,0.165,5.717,2.54,0.344,B
477,Female,Yes,68.0,Yes,Lawyer,0.0,high,2.0,6.0,1.756,5.166,2.86,2.692,A
478,Male,No,30.0,Yes,Healthcare,3.0,low,5.0,1.0,8.238,14.147,9.926,5.533,C
479,Female,Yes,48.0,Yes,Entertainment,2.0,low,1.0,1.0,4.004,3.581,3.64,7.105,A
480,Female,No,43.0,Yes,Artist,6.0,low,1.0,6.0,13.568,3.56,3.494,7.256,C
481,Male,Yes,33.0,Yes,Healthcare,9.0,average,2.0,6.0,5.038,3.714,8.066,3.067,D
482,Male,Yes,31.0,No,Healthcare,0.0,average,5.0,4.0,4.491,9.071,5.024,3.891,D
483,Male,Yes,32.0,Yes,Healthcare,1.0,low,2.0,6.0,5.655,1.079,9.982,2.896,D
484,Female,No,21.0,No,Healthcare,1.0,low,4.0,2.0,9.076,1.892,8.699,2.556,D
486,Female,Yes,35.0,Yes,Artist,1.0,low,2.0,4.0,2.384,3.528,2.26,4.849,A
487,Male,Yes,46.0,No,Artist,0.0,low,3.0,4.0,4.442,5.758,3.07,0.697,A
488,Female,Yes,38.0,Yes,Artist,9.0,high,2.0,2.0,9.565,2.017,2.819,-1.174,B
489,Female,No,32.0,Yes,Healthcare,1.0,average,3.0,6.0,8.103,10.073,10.762,5.531,C
490,Female,No,28.0,Yes,Artist,3.0,low,7.0,2.0,7.822,7.046,5.978,1.829,A
491,Female,Yes,68.0,Yes,Lawyer,3.0,low,1.0,6.0,9.027,4.18,7.308,5.777,A
492,Female,Yes,45.0,Yes,Artist,4.0,low,1.0,6.0,8.07,3.494,17.96,10.469,C
493,Male,Yes,58.0,Yes,Artist,0.0,average,3.0,7.0,26.882,11.52,13.852,13.12,C
494,Male,No,28.0,No,Entertainment,1.0,low,2.0,7.0,6.805,6.711,4.596,2.697,A
495,Female,No,32.0,No,Healthcare,12.0,low,3.0,6.0,7.65,11.256,2.641,7.664,A
496,Male,No,30.0,Yes,Doctor,1.0,low,1.0,3.0,7.832,5.706,6.323,3.174,B
497,Female,Yes,42.0,No,Homemaker,3.0,average,4.0,6.0,11.992,0.702,-5.374,11.104,D
499,Male,No,41.0,Yes,Artist,1.0,low,3.0,6.0,9.736,4.209,10.978,17.577,C
500,Female,No,18.0,No,Healthcare,6.0,low,4.0,7.0,9.706,5.989,8.409,9.257,D
501,Female,Yes,29.0,Yes,Healthcare,8.0,low,3.0,3.0,8.567,-3.039,2.583,-3.988,D
503,Male,No,47.0,No,Artist,1.0,low,3.0,4.0,5.58,5.435,7.148,3.836,A
504,Female,Yes,57.0,Yes,Doctor,1.0,average,2.0,7.0,3.292,3.455,4.479,3.421,A
505,Male,Yes,36.0,Yes,Executive,1.0,low,3.0,6.0,-0.049,2.909,6.552,6.373,D
506,Male,Yes,57.0,Yes,Executive,1.0,high,3.0,6.0,21.646,0.869,17.544,13.089,C
507,Male,No,18.0,No,Healthcare,1.0,low,2.0,6.0,11.893,12.641,10.557,1.173,D
509,Male,Yes,52.0,Yes,Artist,1.0,average,6.0,6.0,5.567,8.952,1.779,10.335,C
511,Female,Yes,37.0,Yes,Entertainment,0.0,average,2.0,6.0,10.176,6.013,-2.764,1.662,B
512,Male,No,36.0,Yes,Marketing,0.0,low,1.0,6.0,7.259,4.856,2.849,3.207,A
513,Female,No,29.0,Yes,Healthcare,9.0,low,3.0,6.0,10.626,4.439,3.858,4.011,A
515,Male,No,61.0,Yes,Artist,0.0,low,1.0,6.0,3.028,8.999,-5.094,4.314,B
516,Male,Yes,52.0,Yes,Entertainment,1.0,average,4.0,6.0,7.311,4.759,1.347,3.586,A
517,Female,Yes,49.0,Yes,Homemaker,14.0,low,1.0,6.0,6.626,1.719,5.94,1.528,A
518,Male,Yes,40.0,Yes,Entertainment,1.0,average,3.0,4.0,3.63,2.701,0.609,-0.264,B
519,Female,No,31.0,No,Healthcare,1.0,low,5.0,4.0,12.212,11.872,9.379,5.12,C
520,Male,Yes,42.0,No,Entertainment,1.0,low,3.0,4.0,3.541,7.636,1.378,4.831,A
521,Male,Yes,51.0,Yes,Engineer,1.0,average,5.0,6.0,8.905,10.374,15.354,7.167,C
522,Female,No,42.0,Yes,Healthcare,8.0,low,1.0,7.0,10.35,7.737,2.059,4.583,D
523,Male,No,29.0,Yes,Doctor,1.0,low,4.0,6.0,10.574,7.708,11.395,1.272,C
525,Male,No,27.0,Yes,Healthcare,1.0,low,3.0,6.0,7.925,3.212,6.208,5.203,D
526,Female,No,21.0,No,Healthcare,0.0,low,4.0,2.0,8.747,14.097,2.871,9.231,D
527,Male,Yes,35.0,No,Artist,9.0,average,3.0,6.0,-0.833,0.576,4.831,5.008,B
528,Female,No,42.0,Yes,Doctor,0.0,low,1.0,6.0,2.601,4.881,3.479,1.698,A
529,Female,No,41.0,Yes,Artist,2.0,low,1.0,6.0,16.143,8.204,11.811,3.368,C
530,Male,No,40.0,Yes,Artist,0.0,low,3.0,6.0,1.902,7.755,4.753,-0.744,B
531,Female,No,28.0,No,Doctor,14.0,low,1.0,6.0,8.039,4.94,6.8,4.57,A
532,Female,Yes,45.0,Yes,Engineer,3.0,average,3.0,3.0,-1.092,6.621,5.67,1.013,B
534,Male,Yes,62.0,Yes,Artist,0.0,average,4.0,6.0,7.465,12.184,5.58,11.654,C
535,Male,Yes,65.0,Yes,Entertainment,1.0,average,2.0,6.0,15.914,5.792,8.511,11.366,C
536,Male,Yes,45.0,Yes,Doctor,1.0,average,2.0,3.0,2.44,4.591,4.901,3.305,A
537,Female,Yes,26.0,Yes,Engineer,9.0,low,2.0,6.0,0.913,6.118,1.039,3.575,B
538,Female,No,25.0,Yes,Artist,4.0,low,5.0,6.0,6.874,9.424,11.199,7.989,C
539,Female,Yes,45.0,Yes,Artist,1.0,average,4.0,7.0,25.288,10.959,5.009,10.079,C
540,Male,Yes,43.0,No,Executive,0.0,high,4.0,6.0,4.871,6.186,6.113,4.875,B
541,Male,Yes,49.0,Yes,Executive,1.0,high,3.0,6.0,8.013,6.747,14.091,11.915,C
542,Male,Yes,55.0,Yes,Artist,1.0,average,2.0,6.0,17.458,5.396,5.725,12.215,C
543,Female,No,37.0,Yes,Artist,3.0,average,1.0,6.0,2.23,1.955,3.578,5.393,B
544,Male,Yes,65.0,Yes,Entertainment,1.0,high,2.0,6.0,9.146,4.864,1.358,6.516,C
546,Female,No,39.0,No,Engineer,0.0,low,3.0,4.0,5.296,6.624,6.721,5.477,A
547,Female,Yes,40.0,Yes,Artist,2.0,average,2.0,6.0,16.399,10.954,7.152,11.51,C
548,Male,Yes,72.0,Yes,Entertainment,1.0,average,3.0,6.0,8.853,13.711,13.571,7.734,C
549,Female,No,38.0,No,Homemaker,5.0,low,1.0,2.0,5.316,4.753,7.485,4.39,B
550,Male,No,26.0,No,Marketing,0.0,low,5.0,6.0,10.272,7.719,0.174,3.051,D
551,Male,No,30.0,Yes,Doctor,1.0,low,3.0,4.0,7.799,4.079,8.562,5.002,D
552,Male,Yes,51.0,Yes,Homemaker,1.0,low,3.0,4.0,5.266,6.096,5.964,5.886,A
553,Male,No,57.0,Yes,Marketing,1.0,low,4.0,7.0,7.831,6.488,7.948,3.603,A
554,Female,No,31.0,Yes,Healthcare,1.0,average,1.0,6.0,9.7,3.965,0.731,6.348,D
555,Male,No,39.0,Yes,Artist,0.0,low,1.0,6.0,8.779,1.517,6.417,4.919,A
556,Female,No,30.0,No,Engineer,0.0,low,4.0,4.0,6.185,4.718,5.237,3.424,A
557,Female,Yes,43.0,No,Artist,0.0,average,3.0,4.0,7.158,6.5,2.752,1.919,A
558,Male,No,27.0,Yes,Healthcare,8.0,low,1.0,3.0,8.835,5.664,10.481,13.492,C
559,Female,Yes,46.0,No,Artist,0.0,average,4.0,3.0,10.027,-0.617,7.281,7.129,C
560,Male,Yes,43.0,No,Artist,1.0,low,2.0,6.0,3.83,6.082,1.705,-2.583,B
561,Male,Yes,69.0,Yes,Lawyer,1.0,low,1.0,0.0,5.728,8.438,5.442,3.358,A
562,Male,Yes,28.0,No,Entertainment,8.0,average,4.0,7.0,10.323,0.768,2.149,0.311,D
563,Male,No,43.0,Yes,Entertainment,9.0,low,1.0,6.0,9.925,7.27,4.562,5.634,D
564,Female,No,27.0,No,Healthcare,1.0,low,5.0,7.0,10.815,7.307,5.297,5.316,D
565,Female,No,28.0,Yes,Healthcare,1.0,average,3.0,6.0,7.627,-0.156,4.498,4.681,D
566,Male,No,33.0,No,Artist,1.0,low,4.0,6.0,4.158,6.72,5.763,-1.756,D
567,Female,No,30.0,No,Engineer,0.0,low,1.0,0.0,3.204,1.302,3.868,-2.685,B
568,Male,No,58.0,No,Healthcare,4.0,low,2.0,6.0,7.528,4.819,8.951,5.919,D
569,Female,No,38.0,Yes,Engineer,8.0,average,4.0,6.0,3.288,3.836,7.102,2.691,A
570,Female,No,31.0,Yes,Artist,1.0,low,4.0,6.0,4.154,4.486,1.982,-0.859,D
571,Male,Yes,32.0,No,Executive,4.0,average,5.0,4.0,9.14,10.499,-2.365,2.879,D
572,Male,Yes,45.0,Yes,Artist,4.0,average,4.0,6.0,15.617,9.271,11.668,10.454,C
573,Male,Yes,66.0,Yes,Artist,1.0,low,3.0,6.0,0.08,5.502,4.611,2.792,A
574,Female,Yes,51.0,Yes,Artist,1.0,average,3.0,6.0,17.648,12.217,6.119,12.232,C
